# Title: February 2025 Global Gridded Precipitation
# Units: Millimeters
# Base Period: 1991-2020
# Missing: -9,999.00
Latitude,Longitude,Value,Anomaly,Rank,Mean
-13.75,186.25,456.96,204.59,42,252.37
-13.75,188.75,419.44,170.31,42,249.13
-13.75,191.25,405.59,152.33,40,253.26
-13.75,193.75,288.61,30.8,32,257.81
-13.75,196.25,201.68,-58.85,23,260.53
-13.75,198.75,138.17,-124.23,17,262.4
-13.75,201.25,100.79,-150.71,11,251.5
-13.75,203.75,79.68,-140.67,9,220.35
-13.75,206.25,52.15,-152.29,6,204.44
-13.75,208.75,50.23,-137.35,4,187.58
-13.75,211.25,31.54,-121.62,1,153.16
-13.75,213.75,20.03,-117.72,1,137.75
-13.75,216.25,32.95,-69.61,8,102.56
-13.75,218.75,28.54,-51.63,13,80.17
-13.75,221.25,35.11,-36.46,17,71.57
-13.75,223.75,26.62,-35.02,16,61.64
-13.75,226.25,12.07,-30.85,13,42.92
-13.75,228.75,5.13,-23.88,6,29.01
-13.75,231.25,2.25,-14.88,3,17.13
-13.75,233.75,2.62,-8.86,1,11.48
-13.75,236.25,5.06,-2.91,18,7.97
-13.75,238.75,4.08,-3.32,15,7.4
-13.75,241.25,4.5,-0.81,24,5.31
-13.75,243.75,3.25,-0.54,23,3.79
-13.75,246.25,1.38,-1.45,12,2.83
-13.75,248.75,1.33,-1.88,11,3.21
-13.75,251.25,0.99,-1.54,9,2.53
-13.75,253.75,2.02,-0.31,21,2.33
-13.75,256.25,2.93,0.52,31,2.41
-13.75,258.75,3.08,0.66,31,2.42
-13.75,261.25,3.65,1.02,35,2.63
-13.75,263.75,3.21,0.13,30,3.08
-13.75,266.25,6.64,2.84,40,3.8
-13.75,268.75,5.17,0.53,33,4.64
-13.75,271.25,8.76,3.25,37,5.51
-13.75,273.75,7.49,0.92,33,6.57
-13.75,276.25,7.73,1.23,35,6.5
-13.75,278.75,1.7,-0.77,27,2.47
-13.75,281.25,1.66,0.39,33,1.27
-13.75,283.75,68.32,12.72,38,55.6
-13.75,286.25,270.42,101.78,47,168.64
-13.75,288.75,322.84,35.39,36,287.45
-13.75,291.25,280.21,36.55,32,243.66
-13.75,293.75,254.15,0.72,26,253.43
-13.75,296.25,180.08,-70.92,7,251
-13.75,298.75,220.36,-42.28,12,262.64
-13.75,301.25,251.63,-46.16,12,297.79
-13.75,303.75,279.19,-40.1,18,319.29
-13.75,306.25,251.85,-21.68,21,273.53
-13.75,308.75,181,-63.77,14,244.77
-13.75,311.25,185.78,-39.9,15,225.68
-13.75,313.75,103.25,-78.43,8,181.68
-13.75,316.25,28.09,-94.19,5,122.28
-13.75,318.75,22.47,-56.21,8,78.68
-13.75,321.25,42.18,-51.7,6,93.88
-13.75,323.75,21.44,-9.84,21,31.28
-13.75,326.25,8.81,-10.28,12,19.09
-13.75,328.75,8.17,-1.58,19,9.75
-13.75,331.25,3.76,-2.44,12,6.2
-13.75,333.75,5.61,1.11,30,4.5
-13.75,336.25,5.8,1.64,33,4.16
-13.75,338.75,1.86,-1.72,11,3.58
-13.75,341.25,0.45,-2.97,2,3.42
-13.75,343.75,1.27,-1.79,8,3.06
-13.75,346.25,1.89,-1.08,9,2.97
-13.75,348.75,2.11,-0.82,9,2.93
-13.75,351.25,2.35,-0.58,14,2.93
-13.75,353.75,2.61,-0.12,20,2.73
-13.75,356.25,3.07,0.15,29,2.92
-13.75,358.75,3.34,0.01,24,3.33
-11.25,1.25,7.66,3.02,38,4.64
-11.25,3.75,7.58,2.71,39,4.87
-11.25,6.25,3.74,-2.2,21,5.94
-11.25,8.75,7.19,-0.14,32,7.33
-11.25,11.25,6.79,-10.03,18,16.82
-11.25,13.75,16.68,-64.18,1,80.86
-11.25,16.25,100.62,-42.57,6,143.19
-11.25,18.75,130.69,-50.19,5,180.88
-11.25,21.25,145.25,-50.08,3,195.33
-11.25,23.75,152.13,-46.98,7,199.11
-11.25,26.25,197.47,-9,19,206.47
-11.25,28.75,254.21,40.14,42,214.07
-11.25,31.25,236.13,15.36,29,220.77
-11.25,33.75,277.72,60.65,45,217.07
-11.25,36.25,242.72,11.13,25,231.59
-11.25,38.75,252.18,5.46,28,246.72
-11.25,41.25,214.7,19.8,30,194.9
-11.25,43.75,81.37,-94.3,3,175.67
-11.25,46.25,95.99,-51.05,11,147.04
-11.25,48.75,101.73,-100.5,5,202.23
-11.25,51.25,126.51,-43.89,21,170.4
-11.25,53.75,118.27,-71.6,19,189.87
-11.25,56.25,150.31,-50.38,21,200.69
-11.25,58.75,116.54,-76.58,14,193.12
-11.25,61.25,144.26,-64.2,17,208.46
-11.25,63.75,102.53,-112.96,11,215.49
-11.25,66.25,90.58,-125.99,6,216.57
-11.25,68.75,110.31,-106.57,7,216.88
-11.25,71.25,98.6,-122.25,7,220.85
-11.25,73.75,68.43,-146.53,4,214.96
-11.25,76.25,87.63,-121.02,6,208.65
-11.25,78.75,98.74,-116.59,7,215.33
-11.25,81.25,106.93,-112.31,9,219.24
-11.25,83.75,99.43,-105.24,9,204.67
-11.25,86.25,93.67,-103.17,7,196.84
-11.25,88.75,129.14,-65.35,15,194.49
-11.25,91.25,211.73,2.03,26,209.7
-11.25,93.75,234,28.08,33,205.92
-11.25,96.25,149.5,-47.99,17,197.49
-11.25,98.75,145.17,-36.89,21,182.06
-11.25,101.25,182.54,14.68,28,167.86
-11.25,103.75,215.69,63.62,35,152.07
-11.25,106.25,210.27,72.15,36,138.12
-11.25,108.75,174.53,38.4,33,136.13
-11.25,111.25,218.64,85.63,41,133.01
-11.25,113.75,205.94,65.89,37,140.05
-11.25,116.25,173.87,9.68,32,164.19
-11.25,118.75,190.31,-4.29,27,194.6
-11.25,121.25,180.28,9.26,27,171.02
-11.25,123.75,165.35,-95.41,13,260.76
-11.25,126.25,92.85,-41.4,14,134.25
-11.25,128.75,147.87,-36.9,17,184.77
-11.25,131.25,245.56,-92.09,13,337.65
-11.25,133.75,243.1,-48.8,16,291.9
-11.25,136.25,217.04,-61.1,16,278.14
-11.25,138.75,222.42,-25.69,23,248.11
-11.25,141.25,310.76,-34.62,23,345.38
-11.25,143.75,227.52,-55.51,17,283.03
-11.25,146.25,189.38,-0.3,24,189.68
-11.25,148.75,291.5,91.11,43,200.39
-11.25,151.25,345.23,150.01,46,195.22
-11.25,153.75,430.36,207,45,223.36
-11.25,156.25,421.2,182.01,45,239.19
-11.25,158.75,378.58,127.48,42,251.1
-11.25,161.25,333.78,58.27,32,275.51
-11.25,163.75,393.58,144.24,42,249.34
-11.25,166.25,396.67,136.38,41,260.29
-11.25,168.75,474.6,218.34,44,256.26
-11.25,171.25,485.15,223.51,44,261.64
-11.25,173.75,495.66,228.75,44,266.91
-11.25,176.25,497.2,226.59,44,270.61
-11.25,178.75,538.54,261.32,44,277.22
-11.25,181.25,538.39,253.87,43,284.52
-11.25,183.75,460.95,169.9,41,291.05
-11.25,186.25,395.15,106.7,38,288.45
-11.25,188.75,325.07,36.54,30,288.53
-11.25,191.25,214.98,-72.65,19,287.63
-11.25,193.75,111.61,-166.67,5,278.28
-11.25,196.25,75.9,-201.63,5,277.53
-11.25,198.75,48.14,-215.5,1,263.64
-11.25,201.25,19.13,-213.49,1,232.62
-11.25,203.75,29.08,-173.06,2,202.14
-11.25,206.25,29.21,-154.99,3,184.2
-11.25,208.75,53.08,-114,6,167.08
-11.25,211.25,45.59,-93.41,9,139
-11.25,213.75,24.96,-82.64,5,107.6
-11.25,216.25,27.96,-48.99,12,76.95
-11.25,218.75,25.89,-33.66,13,59.55
-11.25,221.25,24.12,-27.09,19,51.21
-11.25,223.75,10.36,-31.72,9,42.08
-11.25,226.25,4.94,-24.5,7,29.44
-11.25,228.75,5.69,-16.9,8,22.59
-11.25,231.25,1.27,-10.42,2,11.69
-11.25,233.75,4.19,-3.32,12,7.51
-11.25,236.25,7.51,1.46,31,6.05
-11.25,238.75,3.74,-2.21,20,5.95
-11.25,241.25,2.45,-4.02,15,6.47
-11.25,243.75,8.79,1.52,35,7.27
-11.25,246.25,5.1,0.73,35,4.37
-11.25,248.75,7.15,3.19,39,3.96
-11.25,251.25,4.22,0.12,32,4.1
-11.25,253.75,5.12,0.39,31,4.73
-11.25,256.25,7.55,3.14,34,4.41
-11.25,258.75,9.49,4.85,40,4.64
-11.25,261.25,12.72,6.33,39,6.39
-11.25,263.75,11.44,3.53,37,7.91
-11.25,266.25,15.93,4.4,38,11.53
-11.25,268.75,24.97,11.24,40,13.73
-11.25,271.25,24.99,10.59,41,14.4
-11.25,273.75,18.61,2.19,36,16.42
-11.25,276.25,13,0.01,32,12.99
-11.25,278.75,4.08,2.04,39,2.04
-11.25,281.25,46.1,25.78,42,20.32
-11.25,283.75,212.9,67.12,45,145.78
-11.25,286.25,330.61,70.88,43,259.73
-11.25,288.75,314.49,36.04,36,278.45
-11.25,291.25,293.53,23.11,33,270.42
-11.25,293.75,261.86,-8.4,21,270.26
-11.25,296.25,214.09,-70.03,4,284.12
-11.25,298.75,251.33,-52.85,12,304.18
-11.25,301.25,224.55,-85.06,5,309.61
-11.25,303.75,262.24,-50.31,11,312.55
-11.25,306.25,251.59,-45.33,13,296.92
-11.25,308.75,244.28,-23.71,22,267.99
-11.25,311.25,230.24,-16.82,23,247.06
-11.25,313.75,157.87,-48.43,14,206.3
-11.25,316.25,34.74,-102.66,5,137.4
-11.25,318.75,11.81,-66.86,4,78.67
-11.25,321.25,21.54,-40.17,9,61.71
-11.25,323.75,60.41,2.4,33,58.01
-11.25,326.25,20.02,-6.11,28,26.13
-11.25,328.75,8.17,-7.96,13,16.13
-11.25,331.25,5.38,-4.8,16,10.18
-11.25,333.75,7.62,1.2,32,6.42
-11.25,336.25,4.14,-1.27,23,5.41
-11.25,338.75,1.82,-2.37,11,4.19
-11.25,341.25,0.99,-2.93,5,3.92
-11.25,343.75,1.16,-2.36,8,3.52
-11.25,346.25,1.41,-1.78,9,3.19
-11.25,348.75,1.47,-1.68,8,3.15
-11.25,351.25,1.45,-1.64,9,3.09
-11.25,353.75,1.94,-1.22,14,3.16
-11.25,356.25,3.01,-0.33,28,3.34
-11.25,358.75,5.54,1.85,36,3.69
-8.75,1.25,6.03,-0.13,27,6.16
-8.75,3.75,6.7,-1.55,33,8.25
-8.75,6.25,7.33,-4.67,25,12
-8.75,8.75,26.67,4.03,35,22.64
-8.75,11.25,43.75,0.19,31,43.56
-8.75,13.75,63.19,-30.76,13,93.95
-8.75,16.25,103.72,-25.53,10,129.25
-8.75,18.75,101.04,-62.95,2,163.99
-8.75,21.25,114.45,-64.96,2,179.41
-8.75,23.75,132.76,-62.23,3,194.99
-8.75,26.25,145.97,-35.01,10,180.98
-8.75,28.75,189.1,16.08,37,173.02
-8.75,31.25,201.1,13.45,29,187.65
-8.75,33.75,191.54,-2.33,26,193.87
-8.75,36.25,139.14,-65.81,10,204.95
-8.75,38.75,99.4,-57.09,13,156.49
-8.75,41.25,6.4,-59.48,1,65.88
-8.75,43.75,19.18,-39.66,6,58.84
-8.75,46.25,59.84,-24.51,15,84.35
-8.75,48.75,130.06,9.9,32,120.16
-8.75,51.25,173.01,24.33,36,148.68
-8.75,53.75,162.72,-18.92,22,181.64
-8.75,56.25,193.92,7.7,28,186.22
-8.75,58.75,125.33,-74.4,13,199.73
-8.75,61.25,206.46,-15.83,26,222.29
-8.75,63.75,207.9,-32.48,24,240.38
-8.75,66.25,150.17,-75.91,10,226.08
-8.75,68.75,146.39,-78.4,10,224.79
-8.75,71.25,158.08,-71.37,9,229.45
-8.75,73.75,180.32,-50.74,14,231.06
-8.75,76.25,212.52,-15.66,23,228.18
-8.75,78.75,255.08,17.04,28,238.04
-8.75,81.25,270.71,35.32,28,235.39
-8.75,83.75,260.36,33.98,32,226.38
-8.75,86.25,196.21,-24.52,22,220.73
-8.75,88.75,141.58,-82.62,11,224.2
-8.75,91.25,153.22,-72.88,11,226.1
-8.75,93.75,140.08,-85.74,12,225.82
-8.75,96.25,78.68,-159.59,2,238.27
-8.75,98.75,71.36,-166.37,2,237.73
-8.75,101.25,123.68,-107.25,11,230.93
-8.75,103.75,157.3,-66.81,16,224.11
-8.75,106.25,192.15,-67.32,15,259.47
-8.75,108.75,238.21,-37.47,14,275.68
-8.75,111.25,236.84,-48.49,10,285.33
-8.75,113.75,188.81,-79.53,5,268.34
-8.75,116.25,175.43,-74.18,14,249.61
-8.75,118.75,145.91,-68.87,7,214.78
-8.75,121.25,179.23,-65.89,8,245.12
-8.75,123.75,163.83,-47.88,17,211.71
-8.75,126.25,125.39,-31.53,11,156.92
-8.75,128.75,211.47,59.92,40,151.55
-8.75,131.25,262.84,76.42,37,186.42
-8.75,133.75,243.1,19.3,26,223.8
-8.75,136.25,231.82,-21.02,17,252.84
-8.75,138.75,239.07,-40.32,19,279.39
-8.75,141.25,310.26,-15.04,24,325.3
-8.75,143.75,352.46,60.55,41,291.91
-8.75,146.25,452.87,184.19,47,268.68
-8.75,148.75,439.07,112.28,46,326.79
-8.75,151.25,397.59,130.83,42,266.76
-8.75,153.75,446.19,172.93,46,273.26
-8.75,156.25,392.6,81.72,34,310.88
-8.75,158.75,378.31,62.51,35,315.8
-8.75,161.25,295.1,-0.88,22,295.98
-8.75,163.75,318.92,21.67,30,297.25
-8.75,166.25,340.7,34.64,31,306.06
-8.75,168.75,390.79,83.35,36,307.44
-8.75,171.25,395.86,89.73,36,306.13
-8.75,173.75,371.68,66.92,35,304.76
-8.75,176.25,389.09,88.8,37,300.29
-8.75,178.75,340.99,34.53,32,306.46
-8.75,181.25,310.77,1.22,28,309.55
-8.75,183.75,206,-93.23,16,299.23
-8.75,186.25,122.81,-167.76,11,290.57
-8.75,188.75,87.95,-203.31,4,291.26
-8.75,191.25,47.79,-226.93,3,274.72
-8.75,193.75,40.24,-219.42,3,259.66
-8.75,196.25,33.19,-206.51,2,239.7
-8.75,198.75,35.53,-172.18,3,207.71
-8.75,201.25,25.36,-150.73,2,176.09
-8.75,203.75,31.79,-120.32,5,152.11
-8.75,206.25,26.05,-103.06,8,129.11
-8.75,208.75,25.26,-92.01,8,117.27
-8.75,211.25,37.44,-58.93,14,96.37
-8.75,213.75,18.87,-57.35,12,76.22
-8.75,216.25,15.56,-44.57,12,60.13
-8.75,218.75,16.64,-29.9,15,46.54
-8.75,221.25,14.11,-29.75,13,43.86
-8.75,223.75,8.45,-29.84,8,38.29
-8.75,226.25,6.28,-21.97,10,28.25
-8.75,228.75,12.62,-11.58,22,24.2
-8.75,231.25,7.1,-11.9,15,19
-8.75,233.75,2.26,-18.39,6,20.65
-8.75,236.25,7.79,-10.84,23,18.63
-8.75,238.75,5.19,-12.14,20,17.33
-8.75,241.25,5.29,-9.03,22,14.32
-8.75,243.75,11.46,-1.92,32,13.38
-8.75,246.25,16.81,5.86,36,10.95
-8.75,248.75,19.12,7.54,36,11.58
-8.75,251.25,16.19,5.43,31,10.76
-8.75,253.75,22.18,8.83,37,13.35
-8.75,256.25,26.85,11.8,38,15.05
-8.75,258.75,38.3,19.75,42,18.55
-8.75,261.25,47.75,23.81,41,23.94
-8.75,263.75,67.53,36.89,41,30.64
-8.75,266.25,45.99,-0.55,37,46.54
-8.75,268.75,65.35,18.59,39,46.76
-8.75,271.25,60.09,10.01,36,50.08
-8.75,273.75,41.88,-5,35,46.88
-8.75,276.25,20.77,-0.27,29,21.04
-8.75,278.75,9.57,5.92,43,3.65
-8.75,281.25,111.15,43.05,44,68.1
-8.75,283.75,313.97,67.67,41,246.3
-8.75,286.25,254.26,22.02,35,232.24
-8.75,288.75,276.54,18.37,30,258.17
-8.75,291.25,292.86,13.67,30,279.19
-8.75,293.75,263.33,-41.79,12,305.12
-8.75,296.25,307.49,2.71,27,304.78
-8.75,298.75,308.47,-28,15,336.47
-8.75,301.25,287.95,-45.63,8,333.58
-8.75,303.75,286.85,-52.34,11,339.19
-8.75,306.25,311.67,6.12,26,305.55
-8.75,308.75,357.13,59.53,39,297.6
-8.75,311.25,306.28,17.24,31,289.04
-8.75,313.75,220.05,-5.39,29,225.44
-8.75,316.25,69.03,-78.5,6,147.53
-8.75,318.75,21.48,-81.65,3,103.13
-8.75,321.25,21.84,-70,4,91.84
-8.75,323.75,81.21,4.02,30,77.19
-8.75,326.25,118.98,43.57,38,75.41
-8.75,328.75,27.73,3.57,28,24.16
-8.75,331.25,16.72,-0.44,28,17.16
-8.75,333.75,8.38,-4.94,25,13.32
-8.75,336.25,4.62,-5.66,22,10.28
-8.75,338.75,5.78,-0.32,31,6.1
-8.75,341.25,0.22,-5.19,1,5.41
-8.75,343.75,2.24,-2.08,15,4.32
-8.75,346.25,1.44,-2.58,7,4.02
-8.75,348.75,1.57,-1.96,10,3.53
-8.75,351.25,0.66,-3.11,4,3.77
-8.75,353.75,0.58,-3.28,5,3.86
-8.75,356.25,0.23,-4.07,2,4.3
-8.75,358.75,4.65,-0.72,28,5.37
-6.25,1.25,69.08,50.68,45,18.4
-6.25,3.75,72.07,46.46,44,25.61
-6.25,6.25,44.96,0.74,29,44.22
-6.25,8.75,79.33,4.06,28,75.27
-6.25,11.25,64.96,-61.51,7,126.47
-6.25,13.75,104.63,-31.95,11,136.58
-6.25,16.25,98.54,-66.59,3,165.13
-6.25,18.75,106.41,-70.1,3,176.51
-6.25,21.25,100.08,-69.34,3,169.42
-6.25,23.75,112.33,-78.41,3,190.74
-6.25,26.25,142.58,-17.3,16,159.88
-6.25,28.75,154.35,-3.25,25,157.6
-6.25,31.25,128.61,-6.93,17,135.54
-6.25,33.75,93.22,-41.77,10,134.99
-6.25,36.25,80.57,-46.39,11,126.96
-6.25,38.75,33.67,-43.37,9,77.04
-6.25,41.25,2.71,-21.45,5,24.16
-6.25,43.75,9.65,-14.65,15,24.3
-6.25,46.25,29.42,-19.23,19,48.65
-6.25,48.75,82.85,-4.7,27,87.55
-6.25,51.25,156.51,19.92,30,136.59
-6.25,53.75,152,-5.41,25,157.41
-6.25,56.25,106.91,-60.97,10,167.88
-6.25,58.75,118.43,-51.58,12,170.01
-6.25,61.25,214.06,14.42,34,199.64
-6.25,63.75,190.28,-17.14,26,207.42
-6.25,66.25,125.89,-73.05,8,198.94
-6.25,68.75,165.04,-32,16,197.04
-6.25,71.25,160.93,-38.83,16,199.76
-6.25,73.75,115.8,-95.14,6,210.94
-6.25,76.25,111.44,-108.58,5,220.02
-6.25,78.75,151.13,-78.3,12,229.43
-6.25,81.25,112.94,-110.77,5,223.71
-6.25,83.75,105.15,-126.3,4,231.45
-6.25,86.25,81.14,-141.15,2,222.29
-6.25,88.75,102.03,-110.94,3,212.97
-6.25,91.25,98.52,-106.82,3,205.34
-6.25,93.75,92.34,-120.71,4,213.05
-6.25,96.25,76.43,-161.66,2,238.09
-6.25,98.75,78.69,-170.36,2,249.05
-6.25,101.25,128.05,-129.3,6,257.35
-6.25,103.75,222.64,-48.25,15,270.89
-6.25,106.25,275.12,-91.63,7,366.75
-6.25,108.75,265.05,-79.54,5,344.59
-6.25,111.25,208.32,-76,10,284.32
-6.25,113.75,98.43,-135.46,1,233.89
-6.25,116.25,93.08,-102.35,1,195.43
-6.25,118.75,185.37,-122.81,7,308.18
-6.25,121.25,130.84,-20.52,19,151.36
-6.25,123.75,153.12,-12.29,21,165.41
-6.25,126.25,167.07,42.28,34,124.79
-6.25,128.75,190.54,66.44,41,124.1
-6.25,131.25,296.21,122.63,46,173.58
-6.25,133.75,315.19,63.12,39,252.07
-6.25,136.25,293.99,42.77,34,251.22
-6.25,138.75,297.16,-57.28,16,354.44
-6.25,141.25,263.95,-95.18,3,359.13
-6.25,143.75,356.95,33.83,37,323.12
-6.25,146.25,521.69,217.33,47,304.36
-6.25,148.75,331.27,74.69,39,256.58
-6.25,151.25,222.59,-24.02,14,246.61
-6.25,153.75,227.07,-19.8,17,246.87
-6.25,156.25,225.59,-42.1,12,267.69
-6.25,158.75,199.57,-100.73,8,300.3
-6.25,161.25,113.57,-180.46,1,294.03
-6.25,163.75,139.4,-160.25,5,299.65
-6.25,166.25,112.21,-206.56,5,318.77
-6.25,168.75,116.84,-196.72,6,313.56
-6.25,171.25,130.64,-170.16,7,300.8
-6.25,173.75,132.95,-149.73,10,282.68
-6.25,176.25,118.09,-157.54,11,275.63
-6.25,178.75,80.53,-185.55,9,266.08
-6.25,181.25,55.23,-208.51,6,263.74
-6.25,183.75,25.33,-236.42,3,261.75
-6.25,186.25,12.88,-240.64,3,253.52
-6.25,188.75,28.36,-210.2,5,238.56
-6.25,191.25,17.26,-188.15,4,205.41
-6.25,193.75,29.47,-153.01,12,182.48
-6.25,196.25,24.84,-131.14,10,155.98
-6.25,198.75,26.36,-109.16,10,135.52
-6.25,201.25,18.91,-95.85,8,114.76
-6.25,203.75,20.63,-76.07,13,96.7
-6.25,206.25,19.13,-59.01,14,78.14
-6.25,208.75,16.47,-55.02,13,71.49
-6.25,211.25,13.33,-47.36,17,60.69
-6.25,213.75,13.88,-42.14,16,56.02
-6.25,216.25,10.61,-41.69,12,52.3
-6.25,218.75,10.95,-36.77,12,47.72
-6.25,221.25,9.9,-34.84,7,44.74
-6.25,223.75,10.69,-27.74,10,38.43
-6.25,226.25,8.4,-26.25,9,34.65
-6.25,228.75,14.39,-20.87,19,35.26
-6.25,231.25,14.87,-19.52,24,34.39
-6.25,233.75,16.04,-15.24,25,31.28
-6.25,236.25,18.49,-16.8,25,35.29
-6.25,238.75,15.9,-17.8,26,33.7
-6.25,241.25,12.96,-20.48,22,33.44
-6.25,243.75,20.48,-13.57,27,34.05
-6.25,246.25,20.12,-13.83,24,33.95
-6.25,248.75,25.65,-10.77,24,36.42
-6.25,251.25,33.28,-1.76,30,35.04
-6.25,253.75,48.89,14.26,38,34.63
-6.25,256.25,56.11,17.9,40,38.21
-6.25,258.75,72.24,29.12,40,43.12
-6.25,261.25,99.96,54.84,45,45.12
-6.25,263.75,137.37,84.48,44,52.89
-6.25,266.25,113.24,44.72,41,68.52
-6.25,268.75,99.15,16.97,38,82.18
-6.25,271.25,93.08,12.06,37,81.02
-6.25,273.75,65.56,-1.21,32,66.77
-6.25,276.25,27.35,2.36,27,24.99
-6.25,278.75,11.18,-11.98,31,23.16
-6.25,281.25,166.7,66.22,44,100.48
-6.25,283.75,319.83,143.67,47,176.16
-6.25,286.25,343.05,85.96,44,257.09
-6.25,288.75,338.4,45.57,38,292.83
-6.25,291.25,361.47,35.23,37,326.24
-6.25,293.75,332.58,-1.64,23,334.22
-6.25,296.25,336.19,5.25,30,330.94
-6.25,298.75,320.49,-29.21,17,349.7
-6.25,301.25,310.04,-34.67,16,344.71
-6.25,303.75,308.33,-26.21,19,334.54
-6.25,306.25,311.06,12.31,26,298.75
-6.25,308.75,336.97,45.8,34,291.17
-6.25,311.25,319.27,36.4,34,282.87
-6.25,313.75,268.84,34.08,38,234.76
-6.25,316.25,152.34,-42.91,12,195.25
-6.25,318.75,109.51,-48.4,13,157.91
-6.25,321.25,105.44,-33.78,18,139.22
-6.25,323.75,166.58,64.85,39,101.73
-6.25,326.25,140.74,75.12,42,65.62
-6.25,328.75,107.71,62.26,43,45.45
-6.25,331.25,82.24,43.74,44,38.5
-6.25,333.75,62.39,33.58,42,28.81
-6.25,336.25,44.4,25.47,43,18.93
-6.25,338.75,10.2,-0.63,28,10.83
-6.25,341.25,0.73,-7.04,6,7.77
-6.25,343.75,1.33,-5.65,9,6.98
-6.25,346.25,0.4,-5.73,1,6.13
-6.25,348.75,1.29,-4.48,6,5.77
-6.25,351.25,1.22,-7.52,4,8.74
-6.25,353.75,9.22,0.79,35,8.43
-6.25,356.25,10.72,1.25,32,9.47
-6.25,358.75,28.96,17.63,44,11.33
-3.75,1.25,90.66,33.8,39,56.86
-3.75,3.75,117.77,41.7,40,76.07
-3.75,6.25,94.72,-1.24,20,95.96
-3.75,8.75,122.55,-34.35,11,156.9
-3.75,11.25,82.56,-103.74,2,186.3
-3.75,13.75,90.02,-85.46,1,175.48
-3.75,16.25,96.8,-63.9,2,160.7
-3.75,18.75,91.25,-62.7,3,153.95
-3.75,21.25,82.55,-73.08,3,155.63
-3.75,23.75,109.43,-48.55,4,157.98
-3.75,26.25,173.99,2,29,171.99
-3.75,28.75,121.49,-28.33,10,149.82
-3.75,31.25,74.32,-41.08,4,115.4
-3.75,33.75,42.03,-63.22,1,105.25
-3.75,36.25,31.56,-44.01,6,75.57
-3.75,38.75,9.82,-19.68,11,29.5
-3.75,41.25,15.23,5.59,39,9.64
-3.75,43.75,1.84,-5.68,15,7.52
-3.75,46.25,8.33,-5.56,24,13.89
-3.75,48.75,25.24,-7.53,23,32.77
-3.75,51.25,52.84,-7.32,23,60.16
-3.75,53.75,50.67,-39.06,14,89.73
-3.75,56.25,29.31,-82.84,3,112.15
-3.75,58.75,77.45,-54.14,14,131.59
-3.75,61.25,72.19,-81.15,9,153.34
-3.75,63.75,56.93,-91.41,6,148.34
-3.75,66.25,60.2,-97.98,4,158.18
-3.75,68.75,82.77,-70.78,6,153.55
-3.75,71.25,108.09,-48.98,11,157.07
-3.75,73.75,114.52,-49.89,11,164.41
-3.75,76.25,73.34,-101.37,3,174.71
-3.75,78.75,55.32,-121.2,2,176.52
-3.75,81.25,74.05,-117.83,3,191.88
-3.75,83.75,100.39,-103.56,6,203.95
-3.75,86.25,83.96,-123.01,3,206.97
-3.75,88.75,82.98,-116.34,5,199.32
-3.75,91.25,85.2,-102.98,5,188.18
-3.75,93.75,102.46,-92.01,7,194.47
-3.75,96.25,95.06,-114.4,5,209.46
-3.75,98.75,99.92,-117.1,6,217.02
-3.75,101.25,182.39,-74.89,5,257.28
-3.75,103.75,332.49,15.28,29,317.21
-3.75,106.25,157.75,-43.11,8,200.86
-3.75,108.75,76.06,-76.89,5,152.95
-3.75,111.25,193.51,-86.58,9,280.09
-3.75,113.75,266.07,-65.81,10,331.88
-3.75,116.25,144.56,-79.59,4,224.15
-3.75,118.75,150.33,-31.99,7,182.32
-3.75,121.25,146.68,-41.2,11,187.88
-3.75,123.75,166.85,1.08,23,165.77
-3.75,126.25,204.06,63.33,44,140.73
-3.75,128.75,212,68.5,45,143.5
-3.75,131.25,213.21,47.27,40,165.94
-3.75,133.75,224.61,13.63,28,210.98
-3.75,136.25,328.81,-2.23,24,331.04
-3.75,138.75,298.18,-33.59,15,331.77
-3.75,141.25,308.03,-32.59,10,340.62
-3.75,143.75,397.27,108.94,44,288.33
-3.75,146.25,309.36,69.55,36,239.81
-3.75,148.75,238.74,-22.23,17,260.97
-3.75,151.25,120.46,-161.47,4,281.93
-3.75,153.75,53.84,-158.9,3,212.74
-3.75,156.25,44.98,-204.7,3,249.68
-3.75,158.75,32.43,-240.15,3,272.58
-3.75,161.25,12.84,-262.35,2,275.19
-3.75,163.75,16.06,-247.7,3,263.76
-3.75,166.25,11.38,-243.68,3,255.06
-3.75,168.75,11.07,-238.18,4,249.25
-3.75,171.25,9.04,-226.63,4,235.67
-3.75,173.75,13.13,-208.85,6,221.98
-3.75,176.25,19.41,-183.99,10,203.4
-3.75,178.75,12.34,-188.1,7,200.44
-3.75,181.25,8.7,-186,9,194.7
-3.75,183.75,6.18,-174.1,8,180.28
-3.75,186.25,10.59,-152.57,12,163.16
-3.75,188.75,14.8,-125.77,16,140.57
-3.75,191.25,10.63,-108.07,13,118.7
-3.75,193.75,13.5,-96.5,14,110
-3.75,196.25,11.1,-84.91,14,96.01
-3.75,198.75,7.33,-74.5,9,81.83
-3.75,201.25,2.81,-73.49,2,76.3
-3.75,203.75,3.53,-59.35,3,62.88
-3.75,206.25,4.4,-54.54,3,58.94
-3.75,208.75,5.19,-47.85,5,53.04
-3.75,211.25,3.65,-45.33,5,48.98
-3.75,213.75,2.34,-41.78,2,44.12
-3.75,216.25,2.68,-41.36,3,44.04
